T,P,Density,Enthalpy,Entropy,Z,Viscosity,cg
341,3,17.484,985.63,5.175,0.97091,12.842,0.34271
351,3,16.923,1010.4,5.2467,0.97451,13.136,0.34146
361,3,16.4,1035.4,5.3169,0.97772,13.426,0.34036
371,3,15.911,1060.7,5.3859,0.98058,13.714,0.33938
381,3,15.453,1086.2,5.4537,0.98315,13.999,0.33852
391,3,15.023,1111.9,5.5204,0.98546,14.281,0.33775
401,3,14.617,1138,5.5862,0.98754,14.561,0.33706
411,3,14.235,1164.3,5.6511,0.98942,14.837,0.33645
421,3,13.873,1191,5.7152,0.99112,15.112,0.33589
431,3,13.53,1217.9,5.7785,0.99266,15.383,0.33539
441,3,13.204,1245.2,5.841,0.99406,15.653,0.33494
451,3,12.895,1272.8,5.9029,0.99533,15.92,0.33453
461,3,12.601,1300.8,5.9642,0.99649,16.184,0.33416
471,3,12.32,1329.1,6.0249,0.99755,16.446,0.33383
476,3,12.185,1343.3,6.0551,0.99804,16.576,0.33367
337,4,23.857,967.92,4.9788,0.95996,12.903,0.25954
341,4,23.527,977.98,5.0084,0.96203,13.018,0.25899
351,4,22.743,1003.2,5.0814,0.96681,13.304,0.25774
361,4,22.017,1028.6,5.1528,0.97106,13.588,0.25665
371,4,21.34,1054.3,5.2228,0.97485,13.87,0.25568
381,4,20.708,1080.1,5.2915,0.97824,14.149,0.25483
391,4,20.116,1106.2,5.3591,0.98128,14.427,0.25408
401,4,19.559,1132.5,5.4256,0.98402,14.702,0.2534
411,4,19.036,1159.2,5.4912,0.9865,14.974,0.2528
421,4,18.541,1186.1,5.5559,0.98873,15.244,0.25227
431,4,18.074,1213.3,5.6197,0.99075,15.512,0.25178
441,4,17.632,1240.8,5.6828,0.99259,15.778,0.25135
451,4,17.212,1268.6,5.7452,0.99426,16.042,0.25095
461,4,16.813,1296.8,5.807,0.99578,16.303,0.2506
471,4,16.433,1325.2,5.8681,0.99716,16.562,0.25027
476,4,16.25,1339.6,5.8984,0.99781,16.691,0.25012
